,Date,pAgro,pConsump,pFincial,pIndus,pResourc,pService,pTech,pPropcon,oAgro,oConsump,oFincial,oIndus,oResourc,oService,oTech,oPropcon,hAgro,hConsump,hFincial,hIndus,hResourc,hService,hTech,hPropcon,lAgro,lConsump,lFincial,lIndus,lResourc,lService,lTech,lPropcon,c%Agro,c%Consump,c%Fincial,c%Indus,c%Resourc,c%Service,c%Tech,c%Propcon,vmAgro,vmConsump,vmFincial,vmIndus,vmResourc,vmService,vmTech,vmPropcon,pSET,oSET,hSET,lSET,c%SET,vmSET,pSTARK,oSTARK,hSTARK,lSTARK,c%STARK,vmSTARK,flucAgro,flucConsump,flucFincial,flucIndus,flucResourc,flucService,flucTech,flucPropcon,flucSTARK
289,04/22/2022,471.6,84.02,172.36,124.67,217.41,509.47,276.55,114.08,467.85,83.58,173.11,124.47,217.19,508.39,273.37,113.89,472.66,84.02,173.38,124.81,217.72,510.31,277.02,114.2,466.86,83.36,171.42,123.78,216.28,506.55,273.25,113.31,0.75%,0.56%,-0.30%,-0.10%,-0.52%,-0.01%,0.78%,0.06%,1.11,0.09464,1.05,0.28528,1.69,1.87,0.39404,0.98154,"1,690.59","1,686.26","1,690.59","1,680.86",0.00%,23210.0,4.58,4.48,4.58,4.36,1.78%,100.39,1.24,0.79,1.14,0.83,0.67,0.74,1.38,0.79,5.05
290,04/21/2022,468.08,83.55,172.87,124.8,218.55,509.52,274.41,114.01,465.7,83.26,172.95,124.5,218.4,510.11,270.21,113.89,469.77,83.96,173.96,125.57,219.31,511.97,274.64,114.33,464.33,83.1,172.54,124.18,217.4,508.67,266.13,113.73,0.91%,0.35%,0.45%,0.55%,0.49%,0.09%,2.25%,0.13%,0.52552,0.20995,1.1,0.42658,0.85338,1.35,0.48512,1.11,"1,690.55","1,686.31","1,693.97","1,682.65",0.61%,22950.0,4.5,4.54,4.6,4.48,-0.88%,23.43,1.17,1.03,0.82,1.12,0.88,0.65,3.2,0.53,2.68
291,04/20/2022,463.88,83.26,172.09,124.12,217.49,509.06,268.37,113.86,464.76,83.12,168.27,124.78,218.26,510.76,268.52,113.86,465.75,83.88,172.79,125.18,218.78,511.17,271.58,114.09,463.43,82.85,167.64,124.04,217.01,507.68,267.89,113.58,0.09%,0.28%,1.86%,-0.14%,-0.31%,0.14%,0.19%,0.18%,0.42355,0.24431,1.06,0.25584,0.83924,1.63,0.48186,1.22,"1,680.35","1,678.50","1,685.90","1,675.58",0.28%,21360.0,4.54,4.54,4.58,4.5,0.44%,26.26,0.5,1.24,3.07,0.92,0.82,0.69,1.38,0.45,1.78
292,04/19/2022,463.45,83.03,168.95,124.29,218.16,508.34,267.87,113.65,462.89,82.92,171.09,123.3,217.76,508.12,265.65,113.8,465.67,83.05,171.88,124.6,219.78,510.22,269.42,113.99,462.11,82.25,168.95,123.29,217.24,506.23,265.33,113.44,0.29%,-0.73%,-1.37%,0.93%,0.91%,0.67%,1.36%,0.31%,0.33246,0.06325,0.83776,0.42036,1.05,2.33,0.79627,1.1,"1,675.62","1,675.26","1,681.75","1,673.91",0.45%,23510.0,4.52,4.54,4.6,4.48,0.00%,59.76,0.77,0.97,1.73,1.06,1.17,0.79,1.54,0.48,2.68
293,04/18/2022,462.09,83.64,171.29,123.15,216.2,504.97,264.28,113.3,459.18,83.12,170.92,122.56,215.76,506.44,266.97,113.29,463.41,84.24,173.39,123.56,217.38,508.51,266.98,113.62,458.21,83.05,170.54,122.26,215.05,504.16,262.58,113.07,0.61%,0.92%,-2.15%,0.24%,0.72%,-0.36%,-1.36%,0.04%,0.24519,0.03773,0.63068,0.35433,0.90005,1.71,0.41991,1.14,"1,668.06","1,669.09","1,675.95","1,665.25",-0.38%,18480.0,4.52,4.52,4.6,4.5,0.00%,38.14,1.13,1.43,1.67,1.06,1.08,0.86,1.68,0.49,2.22
294,04/12/2022,459.29,82.88,175.05,122.85,214.66,506.79,267.93,113.25,457.27,83.17,177.24,122.53,214.84,503.56,266.98,113.36,460.44,83.27,177.34,123.14,216.55,506.99,268.66,113.6,456.83,82.7,174.83,122.09,214.56,501.67,265.94,113.09,-0.03%,-0.46%,-1.46%,-0.32%,-0.46%,0.41%,0.14%,-0.23%,0.23602,0.06722,0.53516,0.16842,0.71862,1.29,0.39482,0.91709,"1,674.34","1,673.72","1,678.44","1,669.36",-0.25%,19130.0,4.52,4.52,4.6,4.5,0.00%,61.93,0.79,0.69,1.44,0.86,0.93,1.06,1.02,0.45,2.22
295,04/11/2022,459.43,83.26,177.65,123.24,215.66,504.71,267.56,113.51,462.05,84.26,178.75,124.05,216.33,503.75,268.84,113.92,462.13,84.28,178.85,124.5,217.0,505.94,270.36,114.01,458.13,82.77,177.12,122.72,215.18,501.35,267.08,113.28,-0.58%,-0.54%,-0.72%,-1.01%,-0.44%,0.02%,-0.73%,-0.45%,0.41596,0.13263,0.42297,0.32579,1.07,1.4,0.53539,1.72,"1,678.46","1,683.45","1,685.95","1,675.95",-0.45%,22080.0,4.52,4.52,4.54,4.48,0.00%,35.71,0.87,1.82,0.98,1.45,0.85,0.92,1.23,0.64,1.34
296,04/08/2022,462.09,83.71,178.94,124.5,216.61,504.62,269.53,114.02,464.94,84.88,179.04,124.49,218.28,499.53,270.69,113.31,465.46,84.92,179.77,125.42,218.89,505.72,271.68,114.18,460.71,83.68,177.92,123.88,216.42,496.97,268.75,113.15,-0.49%,-0.92%,-0.03%,0.44%,-0.70%,1.31%,-0.26%,0.76%,0.64216,0.06694,0.56651,0.58778,0.74458,1.41,0.5664,1.2,"1,686.00","1,684.66","1,690.58","1,678.07",0.21%,24660.0,4.52,4.64,4.64,4.48,-2.16%,110.11,1.03,1.48,1.04,1.24,1.14,1.76,1.09,0.91,3.57
297,04/07/2022,464.38,84.49,178.99,123.96,218.13,498.11,270.22,113.16,469.11,84.73,180.79,125.59,219.29,499.78,272.14,113.82,469.41,84.75,180.97,125.87,219.43,499.95,273.14,113.84,461.78,83.85,178.09,123.62,216.67,494.66,268.26,112.95,-1.41%,-0.31%,-1.50%,-2.05%,-1.08%,-0.45%,-1.25%,-1.30%,1.82,0.06977,0.9529,0.71323,1.22,1.57,0.90824,1.27,"1,682.41","1,693.46","1,694.23","1,674.81",-1.10%,26970.0,4.62,4.6,4.64,4.6,0.00%,17.11,1.65,1.07,1.62,1.82,1.27,1.07,1.82,0.79,0.87
298,04/05/2022,471.0,84.75,181.71,126.55,220.52,500.36,273.64,114.65,474.74,84.76,181.4,126.03,222.72,500.8,273.86,114.9,474.91,85.15,182.08,127.14,223.9,503.14,274.97,115.11,469.63,84.32,180.26,125.79,220.3,499.19,272.59,114.5,-0.59%,-0.01%,0.17%,0.52%,-0.79%,0.05%,0.45%,-0.17%,0.24712,0.06007,0.73937,0.68493,1.2,1.45,0.76092,1.35,"1,701.18","1,705.86","1,708.89","1,698.33",-0.10%,20070.0,4.62,4.66,4.68,4.6,-0.43%,33.18,1.12,0.98,1.01,1.07,1.63,0.79,0.87,0.53,1.74
299,04/04/2022,473.81,84.76,181.41,125.9,222.27,500.13,272.42,114.84,473.7,84.64,182.92,126.43,221.88,498.76,272.83,115.32,474.68,85.25,183.05,126.93,223.23,501.0,274.54,115.44,471.66,83.85,181.17,125.66,221.22,497.86,271.49,114.68,0.05%,0.82%,-0.37%,-0.25%,0.35%,0.34%,0.04%,-0.10%,0.28043,0.05542,0.86504,0.21325,1.15,1.66,1.33,1.36,"1,702.93","1,704.64","1,706.77","1,699.82",0.10%,23360.0,4.64,4.62,4.68,4.6,1.31%,83.02,0.64,1.67,1.04,1.01,0.91,0.63,1.12,0.66,1.74
300,04/01/2022,473.58,84.07,182.09,126.21,221.49,498.42,272.31,114.96,471.85,84.16,179.9,127.13,220.93,496.21,269.67,115.06,474.03,84.89,182.16,127.17,222.18,498.49,272.51,115.36,470.28,83.29,179.17,125.66,220.61,494.6,269.14,114.75,0.40%,0.50%,1.01%,-0.91%,0.18%,0.37%,0.89%,-0.20%,0.1873,0.04959,1.07,0.33879,1.44,1.96,1.34,1.44,"1,701.31","1,693.67","1,701.99","1,690.70",0.36%,23980.0,4.58,4.56,4.64,4.52,0.88%,67.53,0.8,1.92,1.67,1.2,0.71,0.79,1.25,0.53,2.65
301,03/31/2022,471.67,83.65,180.27,127.37,221.09,496.57,269.92,115.19,474.02,83.67,179.75,127.86,222.39,497.11,270.02,115.57,474.2,84.39,180.68,127.98,222.95,498.51,271.9,115.69,469.45,83.14,179.5,126.34,221.09,495.06,269.2,114.96,-0.17%,-0.36%,0.48%,-0.40%,-0.71%,-0.19%,-0.04%,-0.10%,0.24666,0.03914,0.47764,0.49358,1.23,2.99,0.98914,2.02,"1,695.24","1,698.80","1,701.95","1,693.16",-0.19%,24390.0,4.54,4.62,4.66,4.52,-1.73%,78.52,1.01,1.5,0.66,1.3,0.84,0.7,1.0,0.64,3.1
302,03/30/2022,472.47,83.95,179.4,127.88,222.68,497.5,270.03,115.31,469.97,83.83,179.39,127.84,222.74,494.62,270.77,114.62,474.07,84.17,180.43,128.36,223.55,499.29,270.96,115.64,468.95,83.05,179.2,126.41,221.45,493.87,268.63,114.52,0.78%,0.30%,0.38%,0.76%,0.23%,0.71%,-0.01%,1.14%,0.43383,0.07191,0.82183,0.60941,1.99,1.47,0.80794,2.33,"1,698.40","1,694.84","1,702.67","1,692.73",0.51%,30460.0,4.62,4.74,4.78,4.6,-2.53%,65.63,1.09,1.35,0.69,1.54,0.95,1.1,0.87,0.98,3.91
303,03/29/2022,468.82,83.7,178.72,126.92,222.17,493.98,270.06,114.01,469.44,83.71,178.78,126.0,221.96,494.9,269.27,113.74,470.6,84.16,179.54,127.56,223.08,495.63,270.78,114.2,467.46,83.34,178.42,125.46,221.16,492.25,268.68,113.61,0.10%,-0.27%,0.15%,1.24%,0.11%,0.11%,0.83%,0.53%,0.37113,0.06452,0.53127,0.38713,1.68,1.52,0.7577,1.8,"1,689.74","1,688.52","1,692.90","1,686.84",0.32%,25420.0,4.74,4.76,4.76,4.7,-0.42%,46.0,0.67,0.98,0.63,1.67,0.87,0.69,0.78,0.52,1.28
304,03/28/2022,468.34,83.93,178.45,125.37,221.92,493.44,267.84,113.41,465.64,83.85,178.1,124.93,221.35,491.06,266.12,113.24,469.62,84.41,179.1,125.61,222.98,493.94,268.21,113.63,465.09,83.5,177.4,124.51,220.89,490.61,264.54,112.97,0.76%,0.56%,0.39%,0.53%,0.51%,0.52%,0.25%,0.25%,0.36788,0.13913,0.45284,0.24633,0.89054,1.36,0.83997,1.3,"1,684.30","1,678.13","1,687.20","1,676.75",0.45%,21910.0,4.76,4.78,4.78,4.72,-0.83%,46.48,0.97,1.09,0.96,0.88,0.95,0.68,1.39,0.58,1.27
305,03/25/2022,464.79,83.46,177.75,124.71,220.79,490.87,267.18,113.13,465.93,84.42,178.84,125.52,222.33,492.59,266.61,113.59,467.0,84.78,178.92,126.28,222.76,493.71,268.43,113.71,462.7,83.46,177.53,124.29,220.46,489.01,265.93,112.78,-0.06%,-1.00%,-0.26%,-0.55%,-0.64%,-0.27%,0.70%,-0.39%,0.42004,0.06403,0.531,0.36953,1.16,1.56,0.792,1.66,"1,676.80","1,683.67","1,685.41","1,674.12",-0.24%,24320.0,4.8,4.78,4.8,4.76,0.42%,37.34,0.93,1.58,0.78,1.6,1.04,0.96,0.94,0.82,0.84
306,03/24/2022,465.09,84.3,178.21,125.4,222.21,492.22,265.31,113.57,464.79,84.26,178.3,125.23,222.01,491.69,263.02,113.24,466.65,84.76,179.53,126.26,222.71,494.05,266.56,113.96,462.9,83.95,178.06,124.69,220.88,490.52,262.25,113.0,-0.22%,0.01%,-0.17%,0.06%,0.33%,-0.10%,1.06%,0.19%,0.29329,0.0659,0.60448,0.60124,1.38,1.46,0.68325,1.15,"1,680.89","1,677.52","1,685.12","1,675.19",0.18%,24810.0,4.78,4.9,4.9,4.78,-2.85%,42.28,0.81,0.96,0.83,1.26,0.83,0.72,1.64,0.85,2.51
307,03/23/2022,466.13,84.29,178.52,125.33,221.48,492.7,262.52,113.36,468.5,84.75,179.0,125.23,222.04,496.35,262.05,114.06,470.41,85.12,179.67,125.83,222.86,496.99,263.67,114.23,464.7,84.19,178.28,124.67,220.87,491.33,261.46,113.15,-0.33%,-0.46%,0.31%,0.82%,-0.02%,-0.57%,0.92%,-0.31%,0.27824,0.12187,0.72599,0.70118,0.87836,1.49,0.76968,1.87,"1,677.95","1,684.03","1,686.14","1,676.88",0.00%,24140.0,4.92,4.8,4.94,4.7,2.50%,111.57,1.23,1.1,0.78,0.93,0.9,1.15,0.85,0.95,5.11
308,03/22/2022,467.69,84.68,177.97,124.31,221.52,495.53,260.13,113.71,469.12,84.35,176.96,124.34,219.53,498.34,257.32,113.51,469.2,85.04,178.12,125.53,222.62,499.08,260.21,113.9,466.06,84.22,176.02,124.04,219.43,493.96,256.91,113.26,-0.02%,0.46%,-0.34%,0.00%,1.12%,-0.54%,1.08%,0.32%,0.26624,0.04729,0.9681,0.95309,0.90002,1.41,0.62161,1.54,"1,677.87","1,672.99","1,680.00","1,670.55",0.24%,27100.0,4.8,4.88,4.9,4.78,-1.64%,60.42,0.67,0.97,1.19,1.2,1.45,1.04,1.28,0.57,2.51
309,03/21/2022,467.78,84.29,178.58,124.31,219.06,498.21,257.34,113.35,469.55,85.26,180.99,126.56,220.15,500.77,255.86,114.15,471.92,85.6,181.27,126.69,220.62,501.96,259.09,114.36,466.62,84.29,178.22,123.96,218.2,497.2,255.67,113.24,-0.17%,-1.04%,-1.35%,-1.02%,-0.07%,-0.11%,0.90%,-0.56%,0.28958,0.02777,0.97415,0.30371,0.92887,1.69,0.83806,1.78,"1,673.87","1,683.69","1,685.78","1,671.08",-0.28%,25860.0,4.88,4.88,5.05,4.8,0.41%,118.4,1.14,1.55,1.71,2.2,1.11,0.96,1.34,0.99,5.21
310,03/18/2022,468.58,85.18,181.02,125.59,219.21,498.77,255.04,113.99,469.22,84.41,182.09,125.98,220.83,498.36,256.86,113.92,471.2,85.18,182.23,126.68,221.51,500.7,257.02,114.34,465.84,83.41,180.7,125.35,219.19,496.43,254.71,113.63,-0.11%,1.37%,-0.54%,-0.27%,-0.27%,0.22%,-0.78%,0.05%,0.44539,0.0398,0.78756,0.29511,0.97573,1.67,0.74441,2.55,"1,678.51","1,684.12","1,685.68","1,677.16",-0.19%,26900.0,4.86,4.9,4.9,4.82,-0.41%,18.77,1.15,2.12,0.85,1.06,1.06,0.86,0.91,0.62,1.66
311,03/17/2022,469.11,84.03,182.01,125.93,219.8,497.69,257.04,113.93,468.54,84.22,182.63,125.32,218.92,497.33,255.74,113.98,470.54,84.73,183.41,127.13,220.75,499.79,257.5,114.41,466.42,83.87,181.61,125.31,218.42,496.53,254.18,113.84,0.71%,0.27%,0.32%,1.25%,0.83%,0.68%,1.91%,0.53%,0.38196,0.04499,1.12,0.40553,1.38,1.74,0.72058,2.14,"1,681.76","1,679.27","1,686.45","1,677.19",0.83%,32970.0,4.88,4.78,4.92,4.78,2.09%,47.62,0.88,1.03,0.99,1.45,1.07,0.66,1.31,0.5,2.93
312,03/16/2022,465.78,83.8,181.43,124.38,217.99,494.35,252.23,113.33,462.78,83.2,178.9,124.21,217.0,491.59,248.85,112.39,467.4,83.92,181.71,124.8,218.23,495.63,252.23,113.42,461.94,82.98,178.8,123.34,215.22,490.86,248.28,112.36,1.49%,0.75%,2.13%,1.20%,1.03%,1.13%,2.38%,1.04%,0.72595,0.0581,1.11,0.41546,0.80778,1.45,0.56362,1.23,"1,667.92","1,655.01","1,668.95","1,653.87",1.43%,27370.0,4.78,4.88,4.88,4.72,-2.05%,75.56,1.18,1.13,1.63,1.18,1.4,0.97,1.59,0.94,3.39
313,03/15/2022,458.92,83.18,177.64,122.91,215.76,488.82,246.37,112.16,462.37,83.88,179.68,124.28,217.44,490.56,248.71,112.95,465.47,84.24,179.92,124.87,218.66,493.63,250.53,113.38,457.78,82.87,177.07,122.18,214.6,486.53,245.19,111.72,-0.17%,-0.36%,-1.27%,-0.90%,-1.52%,-0.65%,-1.12%,-0.44%,0.92969,0.09585,0.90469,0.86152,1.34,2.04,0.58541,1.74,"1,644.36","1,656.78","1,663.32","1,639.90",-0.95%,27110.0,4.88,4.9,4.92,4.86,-0.41%,20.62,1.68,1.65,1.61,2.2,1.89,1.46,2.18,1.49,1.23
314,03/14/2022,459.71,83.48,179.92,124.02,219.09,492.02,249.16,112.66,457.33,82.76,177.7,124.2,218.65,491.35,251.01,112.45,461.03,84.18,179.92,124.73,219.4,493.53,251.69,113.12,456.4,82.76,177.26,123.24,217.5,489.5,248.33,112.23,0.32%,1.07%,1.33%,-0.08%,-0.07%,-0.02%,-0.56%,-0.04%,0.48814,0.08255,0.83099,1.1,0.74689,2.21,0.43527,1.81,"1,660.15","1,656.36","1,662.66","1,651.90",0.13%,24670.0,4.9,4.94,4.94,4.84,-0.81%,18.42,1.01,1.72,1.5,1.21,0.87,0.82,1.35,0.79,2.07
315,03/11/2022,458.23,82.6,177.55,124.12,219.25,492.1,250.56,112.7,455.38,81.74,176.15,121.74,215.99,489.19,248.25,112.01,459.79,82.85,177.79,124.48,219.78,493.34,251.78,112.75,453.22,81.21,175.48,121.61,215.09,486.04,247.78,111.6,0.41%,0.72%,0.19%,1.91%,1.04%,0.56%,0.66%,0.28%,0.33298,0.12111,0.72965,3.08,0.88985,3.33,0.37755,1.41,"1,658.01","1,642.27","1,659.67","1,637.93",0.66%,29530.0,4.94,4.9,4.96,4.88,0.41%,15.03,1.45,2.02,1.32,2.36,2.18,1.5,1.61,1.03,1.64
316,03/10/2022,456.38,82.01,177.21,121.79,216.99,489.35,248.91,112.38,459.09,81.82,179.47,121.83,215.21,490.01,253.6,112.69,461.48,82.81,179.76,123.26,218.33,491.22,254.37,113.1,454.75,81.69,176.89,121.77,214.41,486.64,248.46,112.19,0.35%,0.69%,-0.19%,0.79%,0.65%,0.31%,-0.88%,0.49%,0.32242,0.32718,1.13,1.34,1.43,2.32,0.52366,2.63,"1,647.08","1,652.99","1,659.29","1,643.39",0.21%,30280.0,4.92,4.96,4.98,4.92,-0.40%,18.64,1.48,1.37,1.62,1.22,1.83,0.94,2.38,0.81,1.22
317,03/09/2022,454.77,81.45,177.54,120.84,215.59,487.83,251.13,111.83,449.07,80.23,174.97,119.76,215.18,482.77,247.1,110.38,456.25,81.45,177.6,120.99,215.98,487.87,251.36,111.83,446.39,79.24,172.58,117.5,212.45,478.38,244.31,109.41,1.39%,1.50%,1.88%,1.59%,0.55%,1.71%,2.54%,1.34%,0.43999,0.07559,1.53,3.06,1.36,2.33,0.54157,1.66,"1,643.64","1,626.72","1,643.87","1,610.34",1.52%,34130.0,4.94,4.94,4.94,4.88,0.00%,15.35,2.21,2.79,2.91,2.97,1.66,1.98,2.89,2.21,1.23
318,03/08/2022,448.54,80.25,174.26,118.95,214.41,479.63,244.9,110.35,452.7,81.42,173.32,120.21,215.53,476.5,247.53,110.74,455.56,81.81,175.15,120.97,216.76,481.3,250.04,111.29,438.0,78.8,167.35,116.41,209.56,468.43,241.06,108.0,-1.13%,-1.61%,0.27%,-1.36%,-0.89%,0.45%,-1.33%,-0.72%,0.68789,0.15493,2.45,0.79433,2.59,2.56,1.48,3.48,"1,619.10","1,622.03","1,633.50","1,580.80",-0.47%,42490.0,4.94,4.94,5.05,4.9,0.41%,29.02,4.01,3.82,4.66,3.92,3.44,2.75,3.73,3.05,3.06
319,03/07/2022,453.66,81.56,173.79,120.59,216.34,477.46,248.21,111.15,457.93,83.05,176.91,122.22,222.83,481.08,253.43,112.62,461.98,83.46,177.0,122.52,222.88,482.71,254.54,112.77,451.29,81.47,172.78,119.53,215.01,472.96,245.92,110.47,-3.13%,-2.32%,-3.63%,-2.42%,-2.06%,-2.53%,-2.83%,-2.80%,0.6946,0.07971,2.01,0.72082,2.29,2.01,0.92093,3.21,"1,626.70","1,654.43","1,655.19","1,616.08",-2.69%,31730.0,4.92,5.0,5.05,4.76,-1.20%,54.13,2.37,2.44,2.44,2.5,3.66,2.06,3.51,2.08,6.09
320,03/04/2022,468.31,83.5,180.33,123.58,220.89,489.83,255.45,114.35,474.35,84.05,181.39,125.43,223.89,494.25,258.19,114.8,474.69,84.14,182.53,125.47,224.59,495.28,259.14,115.2,468.24,82.8,180.32,123.51,220.87,489.66,255.45,114.29,-1.57%,-0.80%,-1.06%,-1.98%,-1.94%,-1.24%,-1.71%,-0.78%,0.59505,0.06796,1.36,0.86811,1.7,1.7,0.50677,4.04,"1,671.72","1,687.99","1,689.89","1,671.70",-1.44%,29750.0,4.98,5.05,5.15,4.98,-2.35%,25.33,1.38,1.62,1.23,1.59,1.68,1.15,1.44,0.8,3.41
321,03/03/2022,475.77,84.17,182.27,126.07,225.26,496.0,259.89,115.25,476.21,85.0,183.05,126.88,227.92,494.51,259.25,115.58,479.17,85.33,184.14,127.46,229.11,496.69,260.35,115.88,475.08,83.88,182.03,125.32,224.32,493.31,257.87,115.05,0.09%,-0.98%,0.44%,-0.96%,-0.16%,1.19%,0.90%,-0.07%,0.5213,0.0721,0.88848,0.52384,2.18,1.99,0.48924,1.1,"1,696.08","1,701.26","1,705.50","1,691.20",0.37%,29940.0,5.1,5.0,5.1,4.96,0.99%,35.84,0.86,1.73,1.16,1.71,2.14,0.69,0.96,0.72,2.82
322,03/02/2022,475.34,85.0,181.47,127.29,225.63,490.15,257.56,115.33,475.18,85.73,182.86,128.49,223.64,488.42,264.59,115.7,476.7,85.75,183.12,128.77,226.7,491.84,265.59,115.9,471.13,84.18,180.82,126.48,223.43,486.81,257.12,114.98,-0.09%,-0.91%,-1.14%,-0.87%,1.31%,0.12%,-2.03%,-0.59%,0.6675,0.08047,0.91374,0.44,1.95,2.15,0.75279,1.01,"1,689.81","1,694.64","1,699.58","1,684.53",-0.26%,27830.0,5.05,4.74,5.05,4.72,6.99%,98.9,1.18,1.87,1.27,1.81,1.46,1.03,3.29,0.8,6.99
323,03/01/2022,475.79,85.78,183.57,128.41,222.72,489.58,262.89,116.02,473.82,85.26,184.38,128.67,223.35,489.34,262.7,115.55,478.31,86.26,184.68,129.47,224.44,491.69,264.82,116.47,473.39,84.72,183.17,128.3,221.8,488.23,261.83,115.32,0.99%,0.78%,0.17%,0.24%,0.22%,0.62%,1.18%,0.64%,0.52094,0.11799,0.9551,0.45445,1.51,1.77,1.14,1.48,"1,694.28","1,694.95","1,701.69","1,690.82",0.54%,27580.0,4.72,4.78,4.82,4.66,0.00%,63.07,1.04,1.82,0.82,0.91,1.19,0.71,1.14,1.0,3.43
324,02/28/2022,471.11,85.12,183.26,128.1,222.24,486.57,259.82,115.28,471.91,85.3,182.57,128.38,221.1,484.98,257.23,114.61,474.07,85.71,184.15,128.65,223.11,488.56,261.64,115.3,469.1,84.72,181.69,126.42,220.1,480.96,254.66,114.12,-0.45%,0.11%,0.17%,-1.29%,0.93%,0.38%,0.49%,0.30%,0.45218,0.05526,1.15,0.56683,1.47,1.6,1.11,1.19,"1,685.18","1,678.05","1,690.61","1,668.05",0.31%,27860.0,4.72,4.86,4.96,4.66,-3.67%,69.22,1.06,1.17,1.35,1.76,1.37,1.58,2.74,1.03,6.44
325,02/25/2022,473.23,85.03,182.94,129.78,220.19,484.73,258.55,114.94,467.12,84.81,184.08,130.39,220.23,482.05,256.53,114.64,475.28,85.67,184.79,130.8,221.32,486.53,259.38,115.24,465.63,84.6,182.01,129.09,219.45,481.0,255.47,114.46,2.17%,0.53%,0.40%,0.08%,0.70%,1.32%,1.95%,0.82%,0.59331,0.0878,1.02,0.65692,1.08,1.62,1.13,1.41,"1,679.90","1,676.12","1,684.50","1,670.13",1.03%,27640.0,4.9,4.88,5.05,4.88,0.00%,127.95,2.07,1.26,1.53,1.32,0.85,1.15,1.53,0.68,3.48
326,02/24/2022,463.18,84.58,182.21,129.68,218.65,478.41,253.6,114.01,473.5,86.82,185.88,131.53,219.2,486.07,254.27,116.22,473.82,86.87,186.14,131.71,220.71,487.09,259.93,116.22,460.1,84.2,180.79,128.87,217.42,476.64,252.83,113.52,-2.71%,-2.80%,-2.74%,-1.82%,-0.65%,-1.97%,-2.50%,-2.56%,0.57809,0.20821,1.74,0.91386,2.06,2.15,1.13,3.72,"1,662.72","1,683.92","1,690.50","1,656.62",-1.99%,39610.0,4.9,4.78,4.9,4.76,2.94%,51.86,2.98,3.17,2.96,2.2,1.51,2.19,2.81,2.38,2.94
327,02/23/2022,476.06,87.02,187.35,132.09,220.08,488.01,260.11,117.0,474.17,87.39,185.23,131.54,220.53,484.69,265.18,116.58,477.42,87.78,187.72,132.21,221.16,488.87,267.23,117.24,470.83,86.76,185.17,130.82,218.89,482.72,258.25,116.33,0.43%,-0.42%,1.64%,0.89%,-0.15%,0.96%,-1.96%,0.38%,0.4459,0.22142,0.89921,2.4,1.27,2.19,1.23,1.4,"1,696.45","1,694.07","1,700.35","1,686.09",0.32%,28810.0,4.76,4.82,4.84,4.74,-0.83%,22.2,1.4,1.18,1.38,1.06,1.04,1.27,3.48,0.78,2.11
328,02/22/2022,474.01,87.39,184.32,130.92,220.42,483.39,265.3,116.56,471.77,87.2,182.86,130.12,219.45,480.05,263.58,116.13,474.15,87.58,184.85,130.95,220.42,483.81,265.43,116.68,468.84,86.5,182.19,129.73,218.34,475.5,262.41,115.48,-0.54%,-0.58%,-0.31%,0.29%,0.15%,-0.48%,0.23%,-0.55%,0.32318,0.09143,1.24,0.72983,1.8,1.74,0.89785,1.8,"1,691.12","1,681.24","1,691.62","1,673.31",-0.19%,29180.0,4.8,4.82,4.88,4.76,0.00%,32.14,1.13,1.25,1.46,0.94,0.95,1.75,1.15,1.04,2.52
329,02/21/2022,476.57,87.9,184.89,130.54,220.1,485.7,264.7,117.2,479.21,88.96,188.43,132.56,223.54,486.0,268.6,118.32,480.88,89.09,188.78,133.2,223.73,488.69,269.59,118.42,476.01,87.54,184.71,130.54,219.38,484.0,264.01,117.05,-0.40%,-1.47%,-2.08%,-1.63%,-1.56%,0.06%,-1.65%,-0.82%,0.34357,0.12977,1.6,0.80526,1.54,1.73,2.06,1.77,"1,694.32","1,712.95","1,713.87","1,692.13",-1.10%,28470.0,4.8,4.78,4.8,4.68,0.00%,30.1,1.02,1.77,2.2,2.04,1.98,0.97,2.11,1.17,2.56
330,02/18/2022,478.46,89.21,188.81,132.7,223.58,485.39,269.15,118.17,477.51,89.72,189.43,133.76,224.54,481.04,265.56,117.8,479.45,90.43,190.5,134.03,225.0,486.56,269.15,118.32,475.08,88.83,188.39,132.47,222.99,479.21,264.53,117.41,-0.09%,-2.28%,-0.73%,-1.05%,-0.37%,0.87%,1.11%,0.25%,0.23274,0.23276,1.16,0.4975,1.23,1.74,1.98,3.53,"1,713.20","1,709.03","1,716.14","1,703.60",0.09%,28700.0,4.8,4.74,4.84,4.72,0.84%,64.29,0.92,1.8,1.12,1.18,0.9,1.53,1.75,0.78,2.54
331,02/17/2022,478.9,91.29,190.19,134.11,224.41,481.22,266.2,117.87,475.91,90.56,190.49,134.33,224.71,481.67,265.68,116.72,480.54,92.1,192.17,135.02,226.48,484.04,267.12,118.24,474.13,90.49,189.87,133.86,224.28,480.51,264.02,116.71,0.94%,1.03%,0.14%,0.16%,0.31%,0.61%,1.03%,1.22%,0.27098,0.13589,2.13,0.41151,1.5,1.66,0.81639,1.61,"1,711.58","1,709.50","1,718.55","1,708.43",0.60%,27670.0,4.76,4.68,4.76,4.68,0.42%,49.18,1.35,1.78,1.21,0.87,0.98,0.73,1.17,1.31,1.71
